cyclin	cyclin inhibitor	cdc2k	protease	complex inhibitor-cyclin	Values[V1]	Values[V3]
0.0	1.0	0.0	0.0	1.0	0.0	0.0
0.14707923028035372	1.191510407564406	0.07680215894422589	0.005873783039802313	0.9487472293811429	0.2467334987605947	0.023040647683267763
0.2731513838231907	1.3621901470964008	0.20966754299864385	0.027769625418220444	0.9094992358847095	0.3574335570837435	0.06290026289959315
0.37071355400828726	1.5133322373538522	0.36614322525242615	0.06772941559876701	0.881918232252152	0.4145363752448934	0.10984296757572783
0.43259349134742087	1.647551611443576	0.5264565965508616	0.1287622277679157	0.864251457753304	0.4428719642510484	0.15793697896525846
0.45214950972719564	1.7686088275273966	0.6702321874904682	0.21148876291865346	0.8534523220950925	0.45085734672404776	0.20106965624714043
0.42514659142257055	1.8811268957689058	0.7767607107206999	0.3110925672557022	0.8454186725569649	0.4397179099213556	0.23302821321620992
0.35241875460750133	1.9901188985505964	0.8327356054053909	0.41725979794104306	0.8354372449068338	0.4051294725802889	0.24982068162161725
0.24199757352101378	2.1003190445406963	0.8394054501601185	0.5178777917488869	0.8188505782140625	0.33486899020909267	0.2518216350480355
0.11258344057168189	2.215292341498878	0.7925279833746738	0.6021515660415523	0.7919796211886058	0.20465576687169854	0.23775839501240212
0.021821136475083356	2.3351087124121412	0.6580596914091453	0.6582815392431898	0.7545430179340463	0.05085387658364578	0.1974179074227436
0.013776596308950775	2.4517331387559036	0.47572641606155625	0.6770884271418246	0.7145452834000223	0.032929311342072005	0.14271792481846685
0.013709168191449074	2.5608378435717984	0.30539818987417167	0.6624540672331682	0.6766180961319461	0.032775185382251965	0.09161945696225147
0.014714439950959751	2.662623010976093	0.16204002028823478	0.6201419111906835	0.6409237018490435	0.03506616971543939	0.04861200608647042
0.016962602294395338	2.757411102858795	0.06699859582269553	0.5566480928132285	0.6074861163002585	0.04013707493788284	0.020099578746808653
0.02092206822406388	2.8454504612438534	0.030680217912005803	0.4822256835985043	0.5763888060704705	0.04889520765861529	0.009204065373601739
0.027369521422720762	2.9268818044329628	0.02705741187673386	0.4066712512081028	0.5478123311934924	0.06270327481260723	0.008117223563020156
0.03769620665568942	3.0016775421180566	0.03475006332299623	0.33486845264395226	0.5221011070499056	0.0837206768525919	0.010425018996898867
0.05390675700553616	3.0695513065561233	0.05014698659297867	0.2695669641489857	0.49986348653338764	0.11423932138577302	0.015044095977893598
0.07773262704037269	3.1299332959514703	0.07560532554155257	0.2136876087379852	0.4820090800765818	0.1543405734820158	0.02268159766246577
0.10899986373548883	3.1821527460699213	0.11438088320877936	0.17068244471199678	0.469575787449908	0.19987756732967146	0.0343142649626338
0.14461442662902452	3.225845477416699	0.1681153425415274	0.14377834540282136	0.46331806510152923	0.2439435463084185	0.05043460276245821
0.17921337621538636	3.2613740748625575	0.2353236251859297	0.1347331363858832	0.46326293517043216	0.28048055173887315	0.07059708755577891
0.20682662147279343	3.2900147483817994	0.31125190434396743	0.1432649592490736	0.4684851720778957	0.3060612042315972	0.09337557130319023
0.22231291062413056	3.313854748447427	0.3887412344214346	0.16759275521357728	0.47717043570973144	0.31922374418978194	0.11662237032643036
0.22211125050829908	3.3355101463922243	0.4592426600360341	0.2050282308641226	0.4868674041149331	0.3190573612789377	0.13777279801081022
0.20467267275757478	3.3577789654136803	0.5135428234367478	0.2518755018804936	0.4948191128960261	0.30416646839508726	0.15406284703102432
0.17102669679131283	3.383260941916819	0.5421147826012612	0.30302278276272	0.4983440245213664	0.27232006904762407	0.16263443478037834
0.1257217242914574	3.413906168885661	0.5350154873471259	0.35171355015792116	0.4953066412778387	0.22148574488540637	0.16050464620413774
0.07834839054481298	3.4504032048651667	0.482648668045175	0.38962843226084787	0.4847719896311457	0.15531001155838092	0.1447946004135525
0.04403428807775134	3.491352148478622	0.384149883516079	0.4078398799976485	0.46790765068564766	0.09599542023221164	0.11524496505482369
0.03156004431655407	3.5331999565718313	0.26372010465334306	0.40032222219047775	0.4481511176333064	0.0713898844060257	0.0791160313960029
0.03201072274937339	3.572798455939962	0.15817224476294262	0.3680444009268373	0.42869792416699526	0.07231104424345088	0.04745167342888278
0.0388255358230596	3.608790773578018	0.09220168009171187	0.31844111601804753	0.4110507751728336	0.08594143235562153	0.027660504027513556
0.05188867850694283	3.6403962443412206	0.07054804114892273	0.2623679606541284	0.3961789651928791	0.110593239445296	0.021164412344676812
0.07236512458688801	3.6667544646786134	0.07988575116862236	0.20965974377528823	0.3851666569945191	0.14575436810947023	0.023965725350586702
0.10015238642646782	3.686969858202307	0.10942468882285342	0.16697435253784074	0.3791724200604297	0.18771421180479178	0.03282740664685602
0.13266689544782245	3.7004791518752462	0.15543800537000932	0.1386269291530545	0.3790556222864394	0.2299694583355663	0.04663140161100279
0.1651799464564309	3.7074664248662588	0.21530598187157005	0.1268293965079344	0.38493657353629807	0.26631620899833075	0.064591794561471
0.1922652809546211	3.709053835902491	0.28459983988699067	0.13157842323293403	0.39596676584189205	0.2929293742518856	0.08537995196609718
0.20917533808184938	3.7071896738767656	0.356927278938932	0.15129397208417067	0.41040038688345776	0.30810899866514846	0.10707818368167958
0.21255536234107333	3.7043493191697756	0.42461600735941274	0.18357180752352573	0.42586294769069805	0.31102302983950314	0.1273848022078238
0.2007653879057549	3.70318478279473	0.479342547440068	0.2252425748826528	0.4396864234302198	0.30068779625331155	0.14380276423202037
0.1742627137533866	3.706168314038802	0.512512125236356	0.27199294449029926	0.44926626331420577	0.275579402565055	0.1537536375709068
0.13624992698057137	3.7152020807145165	0.5153798377623753	0.31807813998613876	0.4524689022201947	0.2342406013513889	0.15461395132871258
0.09362829328407117	3.731134616622313	0.4795780230424386	0.3563357600457063	0.44815178223984636	0.17839474743340303	0.14387340691273157
0.05758808016901601	3.7531466688462856	0.4015912163683056	0.37877707857631404	0.4368385582165035	0.12078439557142817	0.12047736491049167
0.03869300683359239	3.7784185572346742	0.2946051753334728	0.3787933869681471	0.42113736130751206	0.08568158934398182	0.08838155260004182
0.03527154694271968	3.8034955934367147	0.1896567577481579	0.35492697288501424	0.4044422269391961	0.0789021927099567	0.05689702732444736
