cyclin	cyclin inhibitor	cdc2k	protease	complex inhibitor-cyclin	Values[V1]	Values[V3]
0.040384979405855816	3.8262506723253566	0.11497096614224503	0.31228204719848235	0.38894844523434996	0.08898375776528401	0.03449128984267351
0.05222622041799184	3.8455416394039337	0.0825331670760729	0.2605012085526284	0.3759352526113811	0.11120598934119862	0.024759950122821867
0.07142901076512016	3.860369107092341	0.08484185570701887	0.20978781394473076	0.3665847712737205	0.14423148575143793	0.02545255671210566
0.09783704626434403	3.8697591137753444	0.11025151047760443	0.16769605654114492	0.36209770815267595	0.18444180949780611	0.03307545314328133
0.12903790391504358	3.873082553107138	0.15311660874777913	0.139053859629304	0.36336634217678204	0.22557081100099344	0.04593498262433373
0.16055670945034395	3.8704567634483777	0.21009461568669532	0.1263341027205951	0.3705479261281622	0.2614608138734348	0.06302838470600859
0.18718898281287846	3.8629369822245523	0.2767270612182576	0.12971652547091522	0.3828342381308633	0.2881668963429353	0.08301811836547728
0.20433640818781518	3.8524073294264647	0.3468447042241142	0.14774707514341762	0.39852007925779825	0.30386921041756343	0.10405341126723425
0.20872059808108126	3.841281285188205	0.41307272645699	0.17812610707863713	0.4152722462201258	0.3077139969391629	0.12392181793709697
0.19868801767108948	3.832150964707315	0.4674043773624848	0.2178390602184492	0.4304648391700074	0.2988161094169318	0.14022131320874542
0.17454215893216685	3.8274368691696834	0.5015796244734173	0.2628171371854033	0.44152991932355906	0.2758587761595224	0.15047388734202516
0.13910678838999174	3.829014750062272	0.5072602717874184	0.30764688069776464	0.44634712251530134	0.23759617034167382	0.1521780815362255
0.09853090211617435	3.8377679993064553	0.4765394714634728	0.34556598856344606	0.4437258782137353	0.18542646553814532	0.14296184143904184
0.06279886986051215	3.8530365200120884	0.40557156731133426	0.3689747888324952	0.43401349818923807	0.12982166238139786	0.12167147019340027
0.04216570270996539	3.872271496665606	0.30461818911823585	0.3712992723533196	0.4195199159597814	0.09242386592814116	0.09138545673547073
0.037083182545901115	3.8920657268361802	0.20156327727360282	0.350426143615466	0.4035558069540358	0.0825089721159215	0.060468983182080834
0.04135170531456088	3.9100570100762533	0.12479219939183252	0.31055022652982994	0.3885213286911543	0.09085579038587484	0.03743765981754975
0.052620816236217144	3.9249376476111397	0.08847852898605088	0.26066917472580026	0.3758409655314422	0.11192082361560084	0.026543558695815258
0.07124387284699388	3.935643782594993	0.08772160859794963	0.2109069575472999	0.3667459859700221	0.14392939127985954	0.026316482579384883
0.09702273295668477	3.9411714745289452	0.11120318546789311	0.16909438510524066	0.3624537742389333	0.18328182161159137	0.03336095564036793
0.12762395128492088	3.9408661305838857	0.1526228197505358	0.14028251181106746	0.3638700415858005	0.22383676867508967	0.045786845925160725
0.15869264892205837	3.9348146660410515	0.20831042718824033	0.12708598577759386	0.3711717146013802	0.2594754613383127	0.06249312815647209
0.18512184238684382	3.9240384891951403	0.2737760733541597	0.12979853718270007	0.3835751645379591	0.28619899097311424	0.08213282200624791
0.20236757143067385	3.910389371325067	0.34293566098601674	0.14704574609248536	0.3993998523577262	0.30212077212860117	0.10288069829580503
0.20716989152809012	3.896252475934176	0.40853186694966137	0.17657975101424173	0.4163346060057575	0.30636167730288427	0.12255956008489839
0.19785928415778326	3.8841960540530676	0.4626823159759039	0.2154454751255493	0.431772308302504	0.2980650714777225	0.13880469479277116
0.17467250568736076	3.876622823990615	0.49725790084605825	0.25966654488699265	0.44315869381965073	0.27598897702283504	0.14917737025381744
0.1402835844833979	3.8754025181840066	0.5040773851211618	0.30395838091912075	0.44837589425723595	0.23896573043030575	0.15122321553634852
0.10055464299544084	3.881437115568577	0.4754097666203781	0.34171742922868725	0.446211030808571	0.18827888670220463	0.1426229299861134
0.06501431138121534	3.894132516589102	0.4073051975284388	0.36550258801313146	0.4369399107406439	0.13358581298196429	0.12219155925853163
0.04373457708109397	3.9110521460898475	0.30894368945024225	0.3687710451764638	0.4227505649416365	0.09542517685988301	0.09268310683507265
0.03792689719629969	3.9288266090933615	0.2068394406298007	0.34916281926135956	0.40690226745693264	0.08417552178659854	0.0620518321889402
0.041786156608520905	3.9450089427264414	0.129267594381858	0.3104837707788967	0.39186784354110615	0.09169364191741335	0.03878027831455739
0.052765273360387166	3.9582212510925014	0.09124922435638481	0.26142629464979467	0.3791338150986734	0.11218211657659789	0.027374767306915442
0.07109243169145996	3.9673724091007867	0.08903845834663414	0.2120446563232291	0.36995268941800047	0.14368205658510066	0.026711537503990242
0.09655843716350705	3.971446100772494	0.1115605849907264	0.17027731193855397	0.3655490296493593	0.18261830057286335	0.033468175497217915
0.1268792223761603	3.9697746674045455	0.1522556544896062	0.14128205801067334	0.36683697958117517	0.22291882995014223	0.04567669634688186
0.15776327106881227	3.962426983428596	0.2073145363231673	0.12775470338149966	0.3740075946922395	0.2584795696372561	0.06219436089695018
0.18414643017487378	3.950404145246417	0.2722410027807322	0.13005964464677425	0.3862945438939204	0.28526456878194895	0.08167230083421964
0.2014996133723435	3.9355398774641706	0.3409941478708854	0.1468709679591882	0.4020332108107272	0.30134561622693323	0.1022982443612656
0.206558390948315	3.920205925777507	0.4063696142182334	0.17596893404653766	0.4189244374271157	0.3058261317539657	0.12191088426547
0.19763354338711958	3.9069619731321863	0.46053750355884665	0.2144267441893428	0.43436877062952645	0.29786006090235	0.13816125106765398
0.17492036562019234	3.898207300890833	0.4954221402777603	0.25831088849704814	0.44581475533513587	0.27623636237166743	0.14862664208332807
0.14101522095095664	3.895815447041485	0.5029052056348082	0.3023960317707324	0.4511400986575968	0.23981352726367408	0.15087156169044244
0.10164387103989761	3.9007047712526473	0.47531872503197065	0.34014992628074014	0.4491144997525025	0.1898022322176816	0.14259561750959118
0.06613343988211944	3.912319245437522	0.40862944630721554	0.3641983197427909	0.43997347117637475	0.135469953051977	0.12258883389216464
0.04449415292511971	3.928278559621217	0.31147866938553165	0.3679996071595267	0.4258443534079607	0.0968684501913544	0.09344360081565949
0.038300830200757655	3.9452307926242716	0.2097266252932314	0.34906059495049274	0.40996260910624666	0.08491147548624582	0.06291798758796942
0.04192969017991456	3.9606875368304935	0.13161025585149	0.3109852548040919	0.39483692690460337	0.09196998253760645	0.039483076755446996
0.052730960027965984	3.973237594484531	0.09259957854844492	0.2623082316533556	0.38198344953901675	0.11212007025932437	0.02777987356453347
0.07087320484468158	3.981778039693872	0.08954753864508629	0.21305008811761164	0.37266378071793743	0.1433236560073732	0.02686426159352588
0.09615420333383579	3.985286427512756	0.1114987211922052	0.1712101036741847	0.3681062733324719	0.18203934703579452	0.033449616357661555
