AlB	BC	AlCn	AlB2	Al	B	C
0.07414183785753148	0.1011105231107476	0.16197099723419175	3.958049073181693e-05	0.22538608441754499	0.00010707805025731618	0.9109184796550607
0.07312994874768122	0.10214153132732247	0.16363110222713423	3.5645186711978325e-05	0.22474180383847267	9.582955157236625e-05	0.9082273664455435
0.07213639091991089	0.10315217432210375	0.16525988649094048	3.2102623883364504e-05	0.22411011996526536	8.582951021864712e-05	0.9055879391869558
0.07116079556077118	0.10414304173364262	0.1668581281431575	2.8913792168588355e-05	0.2234906625039028	7.693512124904824e-05	0.9029988301231999
0.07020279283422642	0.10511469976935232	0.16842657997540245	2.6043496747857232e-05	0.22288308369362334	6.902040292556555e-05	0.9004587202552452
0.06926201348206508	0.10606769236733123	0.16996597041285444	2.3459997798206296e-05	0.22228705610728236	6.197415500730964e-05	0.8979663372198144
0.06833809018147712	0.10700254229423391	0.1714770044399546	2.1134681984426673e-05	0.22170227069658388	5.5698160320138236e-05	0.8955204532658113
0.06743065865405103	0.1079197521845546	0.17296036449522556	1.9041762559880498e-05	0.2211284350881636	5.010563627462539e-05	0.89311988332022
0.06653935860863744	0.10881980552141939	0.174416711331474	1.7158006648611157e-05	0.22056527205324	4.5119856645967323e-05	0.8907634831471067
0.06566383450270534	0.10970316756259693	0.17584668484443744	1.546248805755216e-05	0.22001251816479966	4.067295858263814e-05	0.8884501475929655
0.06480373618550023	0.11057028621490772	0.17725090486804138	1.3936362359976387e-05	0.21946992258409848	3.670487487211389e-05	0.8861788089170509
0.06395871938513197	0.11142159286040307	0.17862997194041674	1.2562663352817245e-05	0.21893724601109857	3.3162427759346206e-05	0.8839484351991803
0.06312844612448643	0.11225750313591132	0.17998446803725845	1.1326118318797695e-05	0.21841425971993633	2.999850296466036e-05	0.8817580288268303
0.06231258501917006	0.11307841766995495	0.1813149572771721	1.0212980880711186e-05	0.21790074472277718	2.7171349113566494e-05	0.8796066250528731
0.061510811517689425	0.11388472277757973	0.18262198659692438	9.21088028545442e-06	0.21739649100510075	2.4643944159943077e-05	0.8774932906254961
0.06072280806869452	0.11467679111704905	0.1839060863993018	8.308685159205615e-06	0.21690129684684453	2.238344393804007e-05	0.8754171224836491
0.059948264226940204	0.11545498231094296	0.18516777117430422	7.496380100489286e-06	0.21641496821865508	2.0360701915881953e-05	0.8733772465147528
0.05918687672080583	0.116219643533115	0.18640754009406169	6.76495423687281e-06	0.21593731823089568	1.8549837605443224e-05	0.8713728163728234
0.05843834946997361	0.1169711100628166	0.1876258775829389	6.1063014567606335e-06	0.21546816664563082	1.692786429627431e-05	0.8694030123542446
0.057702393576824045	0.11770970580987088	0.18882325386365056	5.513129616289705e-06	0.2150073394299091	1.5474354072520487e-05	0.8674670403264787
0.05697872728401538	0.11843574381096007	0.1900001254804109	4.9788792776637155e-06	0.2145546683562961	1.4171146469240008e-05	0.8655641307086291
0.05626707591603223	0.11914952670069313	0.19115693580016915	4.497649552923958e-06	0.21410999063424574	1.3002084168809917e-05	0.8636935374991379
0.05556717177871589	0.11985134715517681	0.19229411549246894	4.064133275389355e-06	0.21367314859553982	1.1952799556526602e-05	0.8618545373523544
0.054878754073695045	0.12054148831526085	0.19341208298902682	3.6735562267498805e-06	0.2132439893810515	1.1010498590628827e-05	0.8600464286957124
0.05420156877297355	0.12122022418626686	0.1945112449249153	3.3216241808169003e-06	0.21282236467793036	1.0163792397963913e-05	0.8582685308888178
0.05353536849656059	0.12188782001555774	0.19559199655875142	3.0044750814297162e-06	0.21240813046960663	9.402537718826904e-06	0.8565201834256909
0.052879912386111165	0.12254453265681713	0.1966547221797646	2.7186337470328295e-06	0.21200114680037724	8.7176895776641e-06	0.8548007451634184
0.05223496595299602	0.12319061090648482	0.1976997954918285	2.460975251082751e-06	0.21160127757992445	8.101190017001143e-06	0.8531095936016867
0.05160030094314613	0.12382629583402724	0.19872757998827467	2.228687333177013e-06	0.2112083903812461	7.545848160288543e-06	0.851446124177698
0.05097569517880981	0.12445182108513161	0.19973842930424973	2.019241101445462e-06	0.21082235627583912	7.045253855707103e-06	0.8498097496106187
0.05036093241673446	0.1250674131799339	0.20073268756103643	1.8303605497707524e-06	0.2104430496616794	6.593682232119441e-06	0.8481998992590296
0.049755802188370175	0.12567329178769424	0.20171068969011532	1.6599988155704939e-06	0.21007034812269898	6.186026304454978e-06	0.8466160185221905
0.049160099654641964	0.12626966999648953	0.20267276174959953	1.5063135141476872e-06	0.20970413228224438	5.817721840209493e-06	0.8450575682539109
0.04857362544844326	0.12685675456243908	0.2036192212224572	1.3676475373274011e-06	0.20934428568156224	5.484694043053358e-06	0.8435240242151038
0.047996185528082734	0.12743474615409012	0.2045503773076448	1.242509194501388e-06	0.20899069465507802	5.183299438139171e-06	0.8420148765382651
0.047427591024926316	0.12800383957897404	0.20546653119470595	1.1295566092383684e-06	0.2086432482237585	4.910282881177654e-06	0.8405296292263201
0.04686765809932038	0.1285642240062212	0.20636797633258025	1.0275815895236643e-06	0.20830183798650995	4.662731279421605e-06	0.8390677996611986
0.046316207794006796	0.12911608316893694	0.2072549986785975	9.354976187140601e-07	0.207966358029777	4.438041818856486e-06	0.8376289181524655
0.045773065892790225	0.12965959557394022	0.20812787695369342	8.523256695177523e-07	0.20763670482784688	4.233881930542767e-06	0.8362125274723665
0.045238062781596984	0.130194934682419	0.20898688286792677	7.771850964640609e-07	0.20731277716537982	4.048165791100258e-06	0.8348181824496542
0.044711033312010526	0.13072226909667717	0.20983228135149154	7.092829718100101e-07	0.20699447605352617	3.879025368699863e-06	0.8334454495518313
0.04419181666850672	0.13124176272982227	0.21066433076779073	6.479060374962208e-07	0.2066817046576651	3.724789596020595e-06	0.832093906502387
0.0436802562400484	0.1317535749794315	0.21148328312938816	5.92411168771249e-07	0.20637436821939473	3.5839581825665973e-06	0.8307631418911805
0.04317619949039936	0.1322578608838413	0.21228938429687713	5.422193357641795e-07	0.2060723739933878	3.4551870878304864e-06	0.8294527548192816
0.04267949784184705	0.13275477126581084	0.21308287416177107	4.968096989012433e-07	0.20577563118668302	3.33727294433897e-06	0.828162354572418
0.0421900065463409	0.13324445289565315	0.2138639868520065	4.557121262029304e-07	0.20548405088952643	3.229133753554721e-06	0.8268915602523405
0.04170758458123051	0.13372704860644716	0.21463295088331877	4.1850461727405287e-07	0.20519754603083348	3.129803087822067e-06	0.825640000510234
