AlB	BC	AlCn	AlB2	Al	B	C
0.0	0.0	0.0	0.0	0.4615385	0.17543860000000003	1.174
0.03319245468523875	0.0004167759380531541	0.0032471694870827624	0.00020140008244460712	0.42489747574523395	0.1414265692118189	1.170336054574864
0.05717025145829919	0.0015305533971011155	0.006915105576715146	0.0006030705020160941	0.39685007246296966	0.11553165414056753	1.165554341026184
0.07484244568503692	0.003170233481062405	0.010861900419480123	0.001030676368946827	0.3748034775265362	0.09536456809600703	1.1599678660994575
0.08804186212760563	0.005201740452267596	0.014988696353593331	0.0014086453012556006	0.35709929621754544	0.07937770681761558	1.1538095631941394
0.09797562953970626	0.0075200917069769046	0.019224964533528656	0.0017093700798382185	0.34262853584692693	0.06652413859364043	1.1472549437594943
0.10546832111230202	0.010043165057133754	0.023519497179842915	0.001928400346191669	0.33062228136166344	0.05607031313818091	1.1404373377630235
0.11110069188124345	0.012706816607546786	0.02783464730961484	0.002071951291057475	0.32053120951808434	0.04748718892909481	1.1334585360828384
0.11529256390412539	0.01546105658086441	0.032142509892958325	0.00215053428866669	0.31195289191424963	0.04038391093767685	1.1263964335261771
0.1183542934528828	0.018267049878832514	0.036422313053392906	0.002175734335493147	0.30458615915823123	0.034465787997298394	1.1193106370677746
0.12051980368491162	0.021094759286142333	0.04065859031428299	0.0021586393909265437	0.2982014666098789	0.029506758247092958	1.1122466503995747
0.12196840421890236	0.023921090104887875	0.0448398722416107	0.0021091442211541404	0.29262107931833287	0.025330817233901504	1.1052390376535015
0.12283957370036495	0.026728426852657108	0.0489577324850891	0.0020357143062286575	0.28770547950831726	0.021799170834520626	1.098313840662254
0.12324320394389061	0.029503477226254668	0.05300608109745745	0.0019453852056025747	0.2833438297530495	0.01880114841864959	1.0914904416762878
0.12326684501778873	0.032236357442318696	0.05698063380997165	0.0018438748700289392	0.2794471463022107	0.01624764779983471	1.0847830087477095
0.12298092491410158	0.03491986762856068	0.06087850869870535	0.001735742329483512	0.2759433240577096	0.014066322798370716	1.078201623672734
0.12244257400118055	0.037548917176349395	0.06469791650563649	0.0016245572878383176	0.27277345220534466	0.01219799424679343	1.071753166318014
0.12169847098618788	0.04012006865825716	0.06843792075411317	0.001513062515302179	0.2698890457443968	0.010593935324950614	1.0654420105876294
0.12078699109558931	0.042631175660878484	0.07209825051386391	0.0014033206378011361	0.2672499377527457	0.009213791967929947	1.059270573825258
0.1197398489457777	0.045081095131458755	0.07567915331252023	0.001296842262727211	0.26482265547897493	0.008023971397309121	1.0532397515560208
0.11858337031156649	0.047469458928934984	0.07918127895281733	0.0011946952278071828	0.262579155507809	0.006996380303884184	1.0473492621182479
0.11733948747039918	0.049796492485033234	0.08260558733522293	0.0010975962233158243	0.26049582897106205	0.006107427597935955	1.0415979201797438
0.11602652627983798	0.05206287098309154	0.08595327505907392	0.0010059866512968905	0.2585527120097913	0.00533722943447672	1.0359838539578345
0.11465983435121772	0.05426960544876033	0.08922571681942619	0.0009200947950940734	0.2567328540342621	0.004668970609833818	1.0305046777318136
0.11325228670462735	0.05641795270192177	0.09242441852921295	0.0008399863219972808	0.2550218084441625	0.004088387949456338	1.0251576287688655
0.11181469591109436	0.05850934435749414	0.09555097978609421	0.0007656049848410259	0.2534072193179705	0.0035833497617294608	1.0199396758564117
0.110356147226417	0.06054533102122984	0.09860706381089034	0.0006968051722119728	0.25187848379048067	0.003143511407929233	1.0148476051678799
0.1088842740478888	0.06252753862848583	0.101594373399686	0.0006333777423639524	0.25042647481006136	0.00276003183889749	1.0098780879718283
0.10740548570578971	0.06445763446440361	0.10451463171854704	0.0005750703573588165	0.24904331221830447	0.0024253391150890554	1.0050277338170492
0.10592515678175697	0.06633730090616301	0.10736956701623723	0.000521603345610758	0.24772217285639508	0.0021329356208585333	1.0002931320775998
0.10444778518604735	0.06816821531845978	0.11016090051275096	0.00047268194458525916	0.2464571323566165	0.0018772356063223737	0.9956708841687893
0.10297712470499705	0.06995203484013468	0.11289033686514377	0.000428005634387826	0.2452430327954714	0.0016534291860926319	0.9911576282947218
0.1015162965432456	0.07169038505689448	0.11555955673018069	0.0003872751413093853	0.2440753715852644	0.0014573681172411798	0.9867500582129249
0.10006788350197027	0.0733848517502816	0.11817021103236744	0.0003501975886597771	0.24295020787700258	0.0012854695704285772	0.982444937217351
0.09863400971952473	0.07503697507648698	0.12072391662070187	0.00031649018189202336	0.2418640834778814	0.0011346348402042658	0.9782391083028111
0.09721640840165476	0.07664824564785637	0.1232222530515658	0.00028588274567571513	0.2408139558011038	0.0010021804591374593	0.974129501300578
0.09581647942564543	0.07822010211373036	0.12566676029200988	0.00025811936171087676	0.23979714092063387	0.0008857797372024708	0.9701131375942598
0.09443533847114555	0.0797539298982977	0.12805893716569877	0.00023295931573313918	0.2388112650474226	0.0007834129990904876	0.9661871329360036
0.09307385897658614	0.08125106083291815	0.13040024040181775	0.00021017751717603768	0.23785422310442017	0.0006933251561436608	0.9623486987652641
0.09173270803328702	0.08271277347008059	0.13269208416919942	0.00018956452101971647	0.2369241432764939	0.0006139894545929703	0.9585951423607201
0.09041237712572534	0.08414029391116479	0.13493584000055528	0.00017092625543525163	0.23601935661828424	0.0005440764522393884	0.95492386608828
0.08911320849874073	0.08553479700884517	0.137132837026537	0.00015408354112862006	0.2351383709335937	0.000482427410156875	0.9513323659646179
0.08783541777687016	0.08689740784506951	0.13928436245689055	0.00013887146093914817	0.23427984830530021	0.00042803145618205686	0.9478182296980401
0.08657911339504636	0.08822920339567601	0.1413916622536749	0.0001251386338598013	0.233442585717419	0.00038000594155804365	0.9443791343506492
0.08534431329443024	0.08953121431702805	0.14345594195331735	0.00011274643148423583	0.23262549832076823	0.0003375795255732528	0.9410128437296544
0.08413095927458658	0.09080442680354284	0.1454783676013185	0.00010156816625649982	0.2318276049578385	0.00030007758935761034	0.9377172055951387
0.08293892933159115	0.09204978447770082	0.14746006677025508	9.148827273561665e-05	0.2310480156254182	0.00026690964523680996	0.9344901487520441
0.08176804827039522	0.09326819027841199	0.14940212963625893	8.240150175225418e-05	0.23028592059159364	0.00023755844768831474	0.9313296800853291
0.08061809682099892	0.09446050832994714	0.15130561009552437	7.421213517981743e-05	0.22954058094829694	0.0002115705786943336	0.9282338815745284
0.07948881947814304	0.09562756576970774	0.15317152690325833	6.683323326978289e-05	0.2288113203853289	0.00018854828560965338	0.9252009073270341
0.0783799312301202	0.09677015452582417	0.1550008648234104	6.0185917777585796e-05	0.22809751802869185	0.00016814240850045496	0.9222289806507655
0.07729112334790537	0.09788903303037123	0.15679457577637174	5.4198698161211235e-05	0.22739860217756172	0.00015004622540098353	0.9193163911932569
0.07622206832694707	0.09898492787227044	0.1585535799807311	4.8806835948195235e-05	0.22671404485637373	0.00013399012888613005	0.9164614921469987
0.07517242414029465	0.10005853537589471	0.16027876707721408	4.395175465552351e-05	0.22604335702783582	0.00011973697449960625	0.9136626975468912
