pRBp	CycD/cdk4,6(i)	CycE/cdk2(i)	pRB	AP1	E2F1	pRBpp	CycD/cdk4,6(a)	CycEa/cdk2(a)
0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
0.07876864817490803	0.10315702698525189	0.09418012812647944	0.25813294005687226	0.10459239399867534	0.13953471142329274	0.09269500386482668	0.09706364436145068	0.10044983158143399
0.06894830020684481	0.10630608528329491	0.08958347508201087	0.40755370475801633	0.10894813555818343	0.176200319251955	0.08537919419825461	0.09425040109678791	0.10053984740670469
0.06605275618722728	0.10952110611542243	0.08587617598689547	0.5481368365778234	0.11319748262229792	0.2103830049533204	0.07862390979537713	0.09155512243749335	0.1003574361742625
0.06724685930247204	0.11281667283722621	0.08284544624731145	0.6807566350293163	0.11737236604346026	0.2423916786672218	0.0726977752570111	0.0889732024410794	0.09996800826570361
0.0707623265510046	0.11619634720979671	0.08034349186064456	0.8063774387858296	0.12148585251753363	0.27247732485736464	0.06768779067370491	0.0865002935990087	0.09942190109617936
0.07550790129792959	0.11966018084239816	0.07826207684876701	0.9258461830424654	0.12554471879286205	0.30084668239812057	0.06357766166543968	0.0841322369200993	0.09875846803561245
0.08081773599673002	0.12320680841502354	0.07651916792960899	1.0398666633152165	0.12955303926346515	0.32767211659482026	0.06029678430401262	0.0818650356612658	0.09800875922975875
0.08629155706483493	0.12683421229538872	0.07505110783585399	1.1490182395954724	0.13351353346017322	0.3530988785743047	0.05774997292368135	0.07969484278221109	0.09719739898126452
0.09169402643939582	0.13054005178334047	0.07380764887849939	1.2537809507984188	0.13742816495772306	0.37725053721824325	0.055834899053138744	0.07761795371191633	0.09634395912477652
0.0968917229365612	0.13432182181291882	0.07274861463608982	1.3545572479506907	0.14129844050584836	0.40023310950172775	0.05445185495297881	0.07563080142924498	0.09546399437119488
0.10181382998197655	0.13817693602489767	0.07184155870667966	1.451688796784148	0.14512557302281565	0.4221382478597064	0.053508818460906535	0.0737299526195043	0.09456983987044985
0.1064276839517666	0.1421027730469371	0.0710600689822214	1.5454690103071365	0.14891057668872087	0.44304573335830255	0.052923705227456756	0.0719121043423329	0.09367123558186949
